txn_dt,menu_article,units_moved,batch_yield,unit_cost_rm,markdown_rate,meteo,calendar_dow
2025-06-06,Beef Focaccia,26,30,19.0,0,Sunny,Friday
2025-06-07,Beef Focaccia,42,47,19.0,10,Cloudy,Saturday
2025-06-08,Beef Focaccia,33,36,19.0,0,Rainy,Sunday
2025-06-12,Beef Focaccia,22,25,19.0,0,Cloudy,Thursday
2025-06-13,Beef Focaccia,40,46,19.0,20,Sunny,Friday
2025-06-14,Beef Focaccia,42,51,19.0,0,Cloudy,Saturday
2025-06-15,Beef Focaccia,31,37,19.0,0,Rainy,Sunday
2025-06-19,Beef Focaccia,20,22,19.0,0,Rainy,Thursday
2025-06-20,Beef Focaccia,32,36,19.0,0,Cloudy,Friday
2025-06-21,Beef Focaccia,38,44,19.0,0,Rainy,Saturday
2025-06-22,Beef Focaccia,35,43,19.0,0,Sunny,Sunday
2025-06-26,Beef Focaccia,14,16,19.0,0,Rainy,Thursday
2025-06-27,Beef Focaccia,26,30,19.0,0,Sunny,Friday
2025-06-28,Beef Focaccia,30,35,19.0,0,Rainy,Saturday
2025-06-29,Beef Focaccia,29,33,19.0,0,Sunny,Sunday
2025-07-03,Beef Focaccia,23,26,19.0,0,Sunny,Thursday
2025-07-04,Beef Focaccia,38,42,19.0,0,Cloudy,Friday
2025-07-05,Beef Focaccia,45,50,19.0,0,Cloudy,Saturday
2025-07-06,Beef Focaccia,38,44,19.0,0,Cloudy,Sunday
2025-07-10,Beef Focaccia,23,27,19.0,0,Cloudy,Thursday
2025-07-11,Beef Focaccia,28,33,19.0,0,Sunny,Friday
2025-07-12,Beef Focaccia,36,41,19.0,0,Rainy,Saturday
2025-07-13,Beef Focaccia,33,37,19.0,0,Cloudy,Sunday
2025-07-17,Beef Focaccia,20,23,19.0,0,Sunny,Thursday
2025-07-18,Beef Focaccia,27,33,19.0,0,Cloudy,Friday
2025-07-19,Beef Focaccia,35,39,19.0,0,Rainy,Saturday
2025-07-20,Beef Focaccia,44,49,19.0,0,Sunny,Sunday
2025-07-24,Beef Focaccia,31,34,19.0,20,Sunny,Thursday
2025-07-25,Beef Focaccia,31,35,19.0,0,Sunny,Friday
2025-07-26,Beef Focaccia,43,49,19.0,0,Rainy,Saturday
2025-07-27,Beef Focaccia,48,55,19.0,0,Cloudy,Sunday
2025-07-31,Beef Focaccia,23,26,19.0,0,Cloudy,Thursday
2025-08-01,Beef Focaccia,32,37,19.0,0,Cloudy,Friday
2025-08-02,Beef Focaccia,41,49,19.0,0,Sunny,Saturday
2025-08-03,Beef Focaccia,34,40,19.0,0,Rainy,Sunday
2025-08-07,Beef Focaccia,22,25,19.0,0,Rainy,Thursday
2025-08-08,Beef Focaccia,23,27,19.0,0,Rainy,Friday
2025-08-09,Beef Focaccia,59,67,19.0,20,Sunny,Saturday
2025-08-10,Beef Focaccia,52,60,19.0,15,Sunny,Sunday
2025-08-14,Beef Focaccia,28,32,19.0,0,Sunny,Thursday
2025-08-15,Beef Focaccia,32,37,19.0,0,Rainy,Friday
2025-08-16,Beef Focaccia,51,58,19.0,0,Sunny,Saturday
2025-08-17,Beef Focaccia,48,57,19.0,0,Sunny,Sunday
2025-08-21,Beef Focaccia,32,38,19.0,15,Cloudy,Thursday
2025-08-22,Beef Focaccia,34,38,19.0,0,Cloudy,Friday
2025-08-23,Beef Focaccia,49,58,19.0,0,Cloudy,Saturday
2025-08-24,Beef Focaccia,47,52,19.0,0,Sunny,Sunday
2025-08-28,Beef Focaccia,33,39,19.0,25,Cloudy,Thursday
2025-08-29,Beef Focaccia,35,42,19.0,0,Sunny,Friday
2025-08-30,Beef Focaccia,39,45,19.0,0,Sunny,Saturday
2025-08-31,Beef Focaccia,37,42,19.0,0,Sunny,Sunday
2025-09-04,Beef Focaccia,26,30,19.0,0,Cloudy,Thursday
2025-09-05,Beef Focaccia,37,41,19.0,0,Sunny,Friday
2025-09-06,Beef Focaccia,48,56,19.0,0,Sunny,Saturday
2025-09-07,Beef Focaccia,59,68,19.0,25,Sunny,Sunday
2025-09-11,Beef Focaccia,27,32,19.0,0,Cloudy,Thursday
2025-09-12,Beef Focaccia,39,48,19.0,0,Sunny,Friday
2025-09-13,Beef Focaccia,42,49,19.0,0,Cloudy,Saturday
2025-09-14,Beef Focaccia,37,44,19.0,0,Cloudy,Sunday
2025-09-18,Beef Focaccia,24,28,19.0,0,Cloudy,Thursday
2025-09-19,Beef Focaccia,33,38,19.0,0,Cloudy,Friday
2025-09-20,Beef Focaccia,45,52,19.0,0,Cloudy,Saturday
2025-09-21,Beef Focaccia,50,60,19.0,0,Sunny,Sunday
2025-09-25,Beef Focaccia,34,40,19.0,0,Rainy,Thursday
2025-09-26,Beef Focaccia,37,41,19.0,0,Sunny,Friday
2025-09-27,Beef Focaccia,45,54,19.0,0,Cloudy,Saturday
2025-09-28,Beef Focaccia,43,49,19.0,0,Cloudy,Sunday
2025-10-02,Beef Focaccia,30,36,19.0,0,Cloudy,Thursday
2025-10-03,Beef Focaccia,34,38,19.0,10,Cloudy,Friday
2025-10-04,Beef Focaccia,30,37,19.0,0,Rainy,Saturday
2025-10-05,Beef Focaccia,40,47,19.0,0,Sunny,Sunday
2025-10-09,Beef Focaccia,29,34,19.0,0,Sunny,Thursday
2025-10-10,Beef Focaccia,38,45,19.0,0,Sunny,Friday
2025-10-11,Beef Focaccia,52,59,19.0,0,Sunny,Saturday
2025-10-12,Beef Focaccia,45,50,19.0,10,Rainy,Sunday
2025-10-16,Beef Focaccia,30,33,19.0,0,Cloudy,Thursday
2025-10-17,Beef Focaccia,42,50,19.0,0,Sunny,Friday
2025-10-18,Beef Focaccia,44,52,19.0,0,Rainy,Saturday
2025-10-19,Beef Focaccia,42,48,19.0,0,Sunny,Sunday
2025-10-23,Beef Focaccia,18,21,19.0,0,Rainy,Thursday
2025-10-24,Beef Focaccia,27,31,19.0,0,Cloudy,Friday
2025-10-25,Beef Focaccia,49,54,19.0,0,Sunny,Saturday
2025-10-26,Beef Focaccia,37,41,19.0,0,Cloudy,Sunday
2025-10-30,Beef Focaccia,22,26,19.0,0,Rainy,Thursday
2025-10-31,Beef Focaccia,36,44,19.0,0,Sunny,Friday
2025-11-01,Beef Focaccia,49,58,19.0,0,Sunny,Saturday
2025-11-02,Beef Focaccia,33,36,19.0,0,Rainy,Sunday
2025-11-06,Beef Focaccia,20,23,19.0,0,Rainy,Thursday
2025-11-07,Beef Focaccia,34,39,19.0,0,Cloudy,Friday
2025-11-08,Beef Focaccia,46,54,19.0,0,Rainy,Saturday
2025-11-09,Beef Focaccia,50,55,19.0,0,Sunny,Sunday
2025-11-13,Beef Focaccia,39,46,19.0,20,Sunny,Thursday
2025-11-14,Beef Focaccia,41,50,19.0,0,Sunny,Friday
2025-11-15,Beef Focaccia,56,67,19.0,0,Sunny,Saturday
2025-11-16,Beef Focaccia,50,59,19.0,0,Cloudy,Sunday
2025-11-20,Beef Focaccia,25,28,19.0,0,Rainy,Thursday
2025-11-21,Beef Focaccia,40,48,19.0,10,Sunny,Friday
2025-11-22,Beef Focaccia,45,55,19.0,0,Sunny,Saturday
2025-11-23,Beef Focaccia,44,51,19.0,0,Sunny,Sunday
2025-11-27,Beef Focaccia,25,29,19.0,0,Rainy,Thursday
2025-11-28,Beef Focaccia,29,35,19.0,0,Cloudy,Friday
2025-11-29,Beef Focaccia,42,50,19.0,0,Rainy,Saturday
2025-11-30,Beef Focaccia,48,54,19.0,0,Sunny,Sunday
2025-12-04,Beef Focaccia,28,32,19.0,0,Sunny,Thursday
2025-12-05,Beef Focaccia,36,41,19.0,0,Sunny,Friday
2025-12-06,Beef Focaccia,45,53,19.0,0,Rainy,Saturday
2025-12-07,Beef Focaccia,56,67,19.0,0,Sunny,Sunday
2025-12-11,Beef Focaccia,33,38,19.0,0,Sunny,Thursday
2025-12-12,Beef Focaccia,37,44,19.0,0,Sunny,Friday
2025-12-13,Beef Focaccia,51,57,19.0,0,Sunny,Saturday
2025-12-14,Beef Focaccia,62,72,19.0,20,Sunny,Sunday
2025-12-18,Beef Focaccia,33,40,19.0,0,Sunny,Thursday
2025-12-19,Beef Focaccia,36,40,19.0,0,Cloudy,Friday
2025-12-20,Beef Focaccia,54,66,19.0,10,Sunny,Saturday
2025-12-21,Beef Focaccia,50,56,19.0,0,Sunny,Sunday
2025-12-25,Beef Focaccia,41,47,19.0,0,Sunny,Thursday
2025-12-26,Beef Focaccia,50,61,19.0,0,Rainy,Friday
2025-12-27,Beef Focaccia,48,57,19.0,0,Cloudy,Saturday
2025-12-28,Beef Focaccia,45,52,19.0,0,Sunny,Sunday
2026-01-01,Beef Focaccia,27,30,19.0,0,Cloudy,Thursday
2026-01-02,Beef Focaccia,33,37,19.0,0,Rainy,Friday
2026-01-03,Beef Focaccia,57,65,19.0,0,Cloudy,Saturday
2026-01-04,Beef Focaccia,56,66,19.0,0,Cloudy,Sunday
2026-01-08,Beef Focaccia,36,42,19.0,0,Cloudy,Thursday
2026-01-09,Beef Focaccia,36,41,19.0,0,Sunny,Friday
2026-01-10,Beef Focaccia,53,61,19.0,0,Sunny,Saturday
2026-01-11,Beef Focaccia,49,59,19.0,0,Sunny,Sunday
2026-01-15,Beef Focaccia,30,34,19.0,0,Sunny,Thursday
2026-01-16,Beef Focaccia,37,45,19.0,0,Sunny,Friday
2026-01-17,Beef Focaccia,54,64,19.0,0,Sunny,Saturday
2026-01-18,Beef Focaccia,47,57,19.0,0,Sunny,Sunday
2026-01-22,Beef Focaccia,28,32,19.0,0,Sunny,Thursday
2026-01-23,Beef Focaccia,31,37,19.0,0,Rainy,Friday
2026-01-24,Beef Focaccia,46,52,19.0,0,Cloudy,Saturday
2026-01-25,Beef Focaccia,51,58,19.0,0,Cloudy,Sunday
2026-01-29,Beef Focaccia,35,39,19.0,0,Sunny,Thursday
2026-01-30,Beef Focaccia,46,54,19.0,0,Sunny,Friday
2026-01-31,Beef Focaccia,63,71,19.0,10,Sunny,Saturday
2026-02-01,Beef Focaccia,39,46,19.0,0,Cloudy,Sunday
2026-02-05,Beef Focaccia,24,28,19.0,0,Cloudy,Thursday
2026-02-06,Beef Focaccia,40,48,19.0,0,Cloudy,Friday
2026-02-07,Beef Focaccia,53,61,19.0,0,Cloudy,Saturday
2026-02-08,Beef Focaccia,47,53,19.0,0,Sunny,Sunday
2026-02-12,Beef Focaccia,34,42,19.0,0,Sunny,Thursday
2026-02-13,Beef Focaccia,53,61,19.0,0,Cloudy,Friday
2026-02-14,Beef Focaccia,77,87,19.0,0,Sunny,Saturday
2026-02-15,Beef Focaccia,56,64,19.0,0,Cloudy,Sunday
2026-02-19,Beef Focaccia,41,49,19.0,0,Sunny,Thursday
2026-02-20,Beef Focaccia,44,49,19.0,0,Sunny,Friday
2026-02-21,Beef Focaccia,53,59,19.0,0,Sunny,Saturday
2026-02-22,Beef Focaccia,47,54,19.0,0,Cloudy,Sunday
2026-02-26,Beef Focaccia,34,41,19.0,10,Cloudy,Thursday
2026-02-27,Beef Focaccia,41,50,19.0,0,Sunny,Friday
2026-02-28,Beef Focaccia,48,57,19.0,0,Cloudy,Saturday
2026-03-01,Beef Focaccia,45,53,19.0,0,Cloudy,Sunday
2026-03-05,Beef Focaccia,28,31,19.0,0,Cloudy,Thursday
2026-03-06,Beef Focaccia,41,48,19.0,0,Sunny,Friday
2026-03-07,Beef Focaccia,59,69,19.0,0,Sunny,Saturday
2026-03-08,Beef Focaccia,39,47,19.0,0,Cloudy,Sunday
2026-03-12,Beef Focaccia,26,30,19.0,0,Sunny,Thursday
2026-03-13,Beef Focaccia,32,39,19.0,0,Rainy,Friday
2026-03-14,Beef Focaccia,50,58,19.0,0,Sunny,Saturday
2026-03-15,Beef Focaccia,49,54,19.0,0,Sunny,Sunday
2026-03-19,Beef Focaccia,31,37,19.0,0,Cloudy,Thursday
2026-03-20,Beef Focaccia,45,54,19.0,0,Cloudy,Friday
2026-03-21,Beef Focaccia,51,60,19.0,0,Rainy,Saturday
2026-03-22,Beef Focaccia,51,58,19.0,0,Sunny,Sunday
2026-03-26,Beef Focaccia,39,46,19.0,0,Sunny,Thursday
2026-03-27,Beef Focaccia,41,45,19.0,0,Cloudy,Friday
2026-03-28,Beef Focaccia,63,72,19.0,10,Sunny,Saturday
2026-03-29,Beef Focaccia,49,56,19.0,0,Cloudy,Sunday
2026-04-02,Beef Focaccia,35,38,19.0,0,Cloudy,Thursday
2026-04-03,Beef Focaccia,37,42,19.0,0,Rainy,Friday
2026-04-04,Beef Focaccia,57,65,19.0,0,Sunny,Saturday
2026-04-05,Beef Focaccia,44,52,19.0,0,Rainy,Sunday
2026-04-09,Beef Focaccia,33,36,19.0,0,Sunny,Thursday
2026-04-10,Beef Focaccia,42,46,19.0,0,Sunny,Friday
2026-04-11,Beef Focaccia,52,61,19.0,0,Sunny,Saturday
2026-04-12,Beef Focaccia,47,55,19.0,0,Cloudy,Sunday
2026-04-16,Beef Focaccia,36,43,19.0,0,Sunny,Thursday
2026-04-17,Beef Focaccia,42,50,19.0,0,Sunny,Friday
2026-04-18,Beef Focaccia,46,56,19.0,0,Cloudy,Saturday
2026-04-19,Beef Focaccia,44,50,19.0,0,Cloudy,Sunday
2026-04-23,Beef Focaccia,32,38,19.0,0,Sunny,Thursday
2026-04-24,Beef Focaccia,52,63,19.0,20,Cloudy,Friday
2026-04-25,Beef Focaccia,59,70,19.0,0,Sunny,Saturday
2026-04-26,Beef Focaccia,46,51,19.0,0,Sunny,Sunday
2026-04-30,Beef Focaccia,23,28,19.0,0,Sunny,Thursday
2026-05-01,Beef Focaccia,36,41,19.0,10,Rainy,Friday
2026-05-02,Beef Focaccia,58,69,19.0,0,Sunny,Saturday
2026-05-03,Beef Focaccia,40,44,19.0,0,Rainy,Sunday
2026-05-07,Beef Focaccia,34,40,19.0,0,Sunny,Thursday
2026-05-08,Beef Focaccia,56,66,19.0,0,Sunny,Friday
2026-05-09,Beef Focaccia,50,56,19.0,0,Cloudy,Saturday
2026-05-10,Beef Focaccia,64,75,19.0,0,Sunny,Sunday
2026-05-14,Beef Focaccia,29,32,19.0,0,Rainy,Thursday
2026-05-15,Beef Focaccia,38,45,19.0,0,Sunny,Friday
2026-05-16,Beef Focaccia,45,51,19.0,0,Sunny,Saturday
2026-05-17,Beef Focaccia,49,57,19.0,0,Sunny,Sunday
2025-01-02,Earl Grey Cinnamon Bun,18,22,14.0,0,Sunny,Thursday
2025-01-03,Earl Grey Cinnamon Bun,23,25,14.0,0,Sunny,Friday
2025-01-04,Earl Grey Cinnamon Bun,37,44,14.0,15,Rainy,Saturday
2025-01-05,Earl Grey Cinnamon Bun,31,38,14.0,0,Sunny,Sunday
2025-01-09,Earl Grey Cinnamon Bun,18,20,14.0,0,Sunny,Thursday
2025-01-10,Earl Grey Cinnamon Bun,20,24,14.0,0,Rainy,Friday
2025-01-11,Earl Grey Cinnamon Bun,45,53,14.0,15,Sunny,Saturday
2025-01-12,Earl Grey Cinnamon Bun,31,37,14.0,0,Rainy,Sunday
2025-01-16,Earl Grey Cinnamon Bun,16,19,14.0,0,Cloudy,Thursday
2025-01-17,Earl Grey Cinnamon Bun,22,27,14.0,0,Cloudy,Friday
2025-01-18,Earl Grey Cinnamon Bun,38,43,14.0,0,Sunny,Saturday
2025-01-19,Earl Grey Cinnamon Bun,41,49,14.0,0,Sunny,Sunday
2025-01-23,Earl Grey Cinnamon Bun,21,26,14.0,0,Sunny,Thursday
2025-01-24,Earl Grey Cinnamon Bun,20,23,14.0,0,Rainy,Friday
2025-01-25,Earl Grey Cinnamon Bun,37,44,14.0,15,Sunny,Saturday
2025-01-26,Earl Grey Cinnamon Bun,29,33,14.0,0,Sunny,Sunday
2025-01-30,Earl Grey Cinnamon Bun,23,28,14.0,0,Cloudy,Thursday
2025-01-31,Earl Grey Cinnamon Bun,25,29,14.0,0,Sunny,Friday
2025-02-01,Earl Grey Cinnamon Bun,42,48,14.0,0,Cloudy,Saturday
2025-02-02,Earl Grey Cinnamon Bun,32,38,14.0,0,Rainy,Sunday
2025-02-06,Earl Grey Cinnamon Bun,26,29,14.0,20,Sunny,Thursday
2025-02-07,Earl Grey Cinnamon Bun,27,30,14.0,0,Sunny,Friday
2025-02-08,Earl Grey Cinnamon Bun,40,45,14.0,0,Sunny,Saturday
2025-02-09,Earl Grey Cinnamon Bun,36,43,14.0,0,Cloudy,Sunday
2025-02-13,Earl Grey Cinnamon Bun,35,41,14.0,0,Sunny,Thursday
2025-02-14,Earl Grey Cinnamon Bun,43,50,14.0,0,Rainy,Friday
2025-02-15,Earl Grey Cinnamon Bun,45,51,14.0,0,Sunny,Saturday
2025-02-16,Earl Grey Cinnamon Bun,38,46,14.0,0,Sunny,Sunday
2025-02-20,Earl Grey Cinnamon Bun,23,27,14.0,0,Sunny,Thursday
2025-02-21,Earl Grey Cinnamon Bun,26,30,14.0,0,Cloudy,Friday
2025-02-22,Earl Grey Cinnamon Bun,30,33,14.0,0,Rainy,Saturday
2025-02-23,Earl Grey Cinnamon Bun,31,35,14.0,0,Cloudy,Sunday
2025-02-27,Earl Grey Cinnamon Bun,17,19,14.0,0,Cloudy,Thursday
2025-02-28,Earl Grey Cinnamon Bun,36,40,14.0,20,Sunny,Friday
2025-03-01,Earl Grey Cinnamon Bun,45,53,14.0,0,Sunny,Saturday
2025-03-02,Earl Grey Cinnamon Bun,44,49,14.0,0,Sunny,Sunday
2025-03-06,Earl Grey Cinnamon Bun,23,28,14.0,0,Cloudy,Thursday
2025-03-07,Earl Grey Cinnamon Bun,31,36,14.0,0,Sunny,Friday
2025-03-08,Earl Grey Cinnamon Bun,42,46,14.0,0,Sunny,Saturday
2025-03-09,Earl Grey Cinnamon Bun,36,40,14.0,0,Sunny,Sunday
2025-03-13,Earl Grey Cinnamon Bun,18,22,14.0,0,Rainy,Thursday
2025-03-14,Earl Grey Cinnamon Bun,29,35,14.0,0,Sunny,Friday
2025-03-15,Earl Grey Cinnamon Bun,35,42,14.0,0,Sunny,Saturday
2025-03-16,Earl Grey Cinnamon Bun,31,38,14.0,0,Sunny,Sunday
2025-03-20,Earl Grey Cinnamon Bun,20,22,14.0,0,Sunny,Thursday
2025-03-21,Earl Grey Cinnamon Bun,30,36,14.0,0,Sunny,Friday
2025-03-22,Earl Grey Cinnamon Bun,41,48,14.0,0,Cloudy,Saturday
2025-03-23,Earl Grey Cinnamon Bun,32,36,14.0,0,Cloudy,Sunday
2025-03-27,Earl Grey Cinnamon Bun,21,24,14.0,20,Rainy,Thursday
2025-03-28,Earl Grey Cinnamon Bun,30,33,14.0,0,Sunny,Friday
2025-03-29,Earl Grey Cinnamon Bun,55,67,14.0,0,Sunny,Saturday
2025-03-30,Earl Grey Cinnamon Bun,34,40,14.0,0,Rainy,Sunday
2025-04-03,Earl Grey Cinnamon Bun,23,26,14.0,0,Sunny,Thursday
2025-04-04,Earl Grey Cinnamon Bun,30,34,14.0,0,Sunny,Friday
2025-04-05,Earl Grey Cinnamon Bun,41,49,14.0,0,Sunny,Saturday
2025-04-06,Earl Grey Cinnamon Bun,38,43,14.0,0,Cloudy,Sunday
2025-04-10,Earl Grey Cinnamon Bun,22,25,14.0,0,Rainy,Thursday
2025-04-11,Earl Grey Cinnamon Bun,29,34,14.0,0,Sunny,Friday
2025-04-12,Earl Grey Cinnamon Bun,48,58,14.0,0,Sunny,Saturday
2025-04-13,Earl Grey Cinnamon Bun,44,49,14.0,20,Cloudy,Sunday
2025-04-17,Earl Grey Cinnamon Bun,18,20,14.0,0,Cloudy,Thursday
2025-04-18,Earl Grey Cinnamon Bun,32,38,14.0,0,Cloudy,Friday
2025-04-19,Earl Grey Cinnamon Bun,50,57,14.0,10,Cloudy,Saturday
2025-04-20,Earl Grey Cinnamon Bun,45,50,14.0,0,Sunny,Sunday
2025-04-24,Earl Grey Cinnamon Bun,26,31,14.0,0,Rainy,Thursday
2025-04-25,Earl Grey Cinnamon Bun,28,33,14.0,0,Cloudy,Friday
2025-04-26,Earl Grey Cinnamon Bun,41,45,14.0,0,Sunny,Saturday
2025-04-27,Earl Grey Cinnamon Bun,35,43,14.0,0,Rainy,Sunday
2025-05-01,Earl Grey Cinnamon Bun,26,29,14.0,0,Sunny,Thursday
2025-05-02,Earl Grey Cinnamon Bun,31,36,14.0,0,Sunny,Friday
2025-05-03,Earl Grey Cinnamon Bun,37,43,14.0,0,Cloudy,Saturday
2025-05-04,Earl Grey Cinnamon Bun,35,42,14.0,0,Sunny,Sunday
2025-05-08,Earl Grey Cinnamon Bun,23,26,14.0,0,Sunny,Thursday
2025-05-09,Earl Grey Cinnamon Bun,31,35,14.0,0,Sunny,Friday
2025-05-10,Earl Grey Cinnamon Bun,49,55,14.0,10,Sunny,Saturday
2025-05-11,Earl Grey Cinnamon Bun,47,54,14.0,0,Cloudy,Sunday
2025-05-15,Earl Grey Cinnamon Bun,22,27,14.0,0,Sunny,Thursday
2025-05-16,Earl Grey Cinnamon Bun,40,46,14.0,25,Sunny,Friday
2025-05-17,Earl Grey Cinnamon Bun,42,50,14.0,0,Cloudy,Saturday
2025-05-18,Earl Grey Cinnamon Bun,40,44,14.0,0,Cloudy,Sunday
2025-05-22,Earl Grey Cinnamon Bun,34,38,14.0,20,Sunny,Thursday
2025-05-23,Earl Grey Cinnamon Bun,29,34,14.0,0,Rainy,Friday
2025-05-24,Earl Grey Cinnamon Bun,43,50,14.0,0,Cloudy,Saturday
2025-05-25,Earl Grey Cinnamon Bun,33,39,14.0,0,Rainy,Sunday
2025-05-29,Earl Grey Cinnamon Bun,28,31,14.0,0,Sunny,Thursday
2025-05-30,Earl Grey Cinnamon Bun,39,46,14.0,0,Sunny,Friday
2025-05-31,Earl Grey Cinnamon Bun,43,48,14.0,0,Sunny,Saturday
2025-06-01,Earl Grey Cinnamon Bun,49,55,14.0,10,Cloudy,Sunday
2025-06-05,Earl Grey Cinnamon Bun,31,37,14.0,15,Rainy,Thursday
2025-06-06,Earl Grey Cinnamon Bun,34,39,14.0,0,Sunny,Friday
2025-06-07,Earl Grey Cinnamon Bun,53,63,14.0,15,Cloudy,Saturday
2025-06-08,Earl Grey Cinnamon Bun,31,36,14.0,0,Rainy,Sunday
2025-06-12,Earl Grey Cinnamon Bun,19,22,14.0,0,Cloudy,Thursday
2025-06-13,Earl Grey Cinnamon Bun,35,39,14.0,0,Sunny,Friday
2025-06-14,Earl Grey Cinnamon Bun,46,50,14.0,0,Cloudy,Saturday
2025-06-15,Earl Grey Cinnamon Bun,37,45,14.0,0,Rainy,Sunday
2025-06-19,Earl Grey Cinnamon Bun,15,17,14.0,0,Rainy,Thursday
2025-06-20,Earl Grey Cinnamon Bun,27,32,14.0,0,Cloudy,Friday
2025-06-21,Earl Grey Cinnamon Bun,42,47,14.0,0,Rainy,Saturday
2025-06-22,Earl Grey Cinnamon Bun,52,62,14.0,0,Sunny,Sunday
2025-06-26,Earl Grey Cinnamon Bun,29,35,14.0,0,Rainy,Thursday
2025-06-27,Earl Grey Cinnamon Bun,38,46,14.0,0,Sunny,Friday
2025-06-28,Earl Grey Cinnamon Bun,44,50,14.0,15,Rainy,Saturday
2025-06-29,Earl Grey Cinnamon Bun,34,41,14.0,0,Sunny,Sunday
2025-07-03,Earl Grey Cinnamon Bun,22,25,14.0,0,Sunny,Thursday
2025-07-04,Earl Grey Cinnamon Bun,25,30,14.0,0,Cloudy,Friday
2025-07-05,Earl Grey Cinnamon Bun,46,52,14.0,0,Cloudy,Saturday
2025-07-06,Earl Grey Cinnamon Bun,49,55,14.0,0,Cloudy,Sunday
2025-07-10,Earl Grey Cinnamon Bun,27,31,14.0,0,Cloudy,Thursday
2025-07-11,Earl Grey Cinnamon Bun,35,40,14.0,0,Sunny,Friday
2025-07-12,Earl Grey Cinnamon Bun,47,56,14.0,0,Rainy,Saturday
2025-07-13,Earl Grey Cinnamon Bun,46,55,14.0,0,Cloudy,Sunday
2025-07-17,Earl Grey Cinnamon Bun,39,44,14.0,20,Sunny,Thursday
2025-07-18,Earl Grey Cinnamon Bun,29,35,14.0,0,Cloudy,Friday
2025-07-19,Earl Grey Cinnamon Bun,40,45,14.0,0,Rainy,Saturday
2025-07-20,Earl Grey Cinnamon Bun,46,52,14.0,0,Sunny,Sunday
2025-07-24,Earl Grey Cinnamon Bun,23,27,14.0,0,Sunny,Thursday
2025-07-25,Earl Grey Cinnamon Bun,30,35,14.0,0,Sunny,Friday
2025-07-26,Earl Grey Cinnamon Bun,54,62,14.0,15,Rainy,Saturday
2025-07-27,Earl Grey Cinnamon Bun,52,60,14.0,25,Cloudy,Sunday
2025-07-31,Earl Grey Cinnamon Bun,22,27,14.0,0,Cloudy,Thursday
2025-08-01,Earl Grey Cinnamon Bun,34,41,14.0,0,Cloudy,Friday
2025-08-02,Earl Grey Cinnamon Bun,45,54,14.0,0,Sunny,Saturday
2025-08-03,Earl Grey Cinnamon Bun,36,44,14.0,0,Rainy,Sunday
2025-08-07,Earl Grey Cinnamon Bun,21,24,14.0,0,Rainy,Thursday
2025-08-08,Earl Grey Cinnamon Bun,30,35,14.0,0,Rainy,Friday
2025-08-09,Earl Grey Cinnamon Bun,51,56,14.0,0,Sunny,Saturday
2025-08-10,Earl Grey Cinnamon Bun,59,69,14.0,20,Sunny,Sunday
2025-08-14,Earl Grey Cinnamon Bun,25,29,14.0,0,Sunny,Thursday
2025-08-15,Earl Grey Cinnamon Bun,28,34,14.0,0,Rainy,Friday
2025-08-16,Earl Grey Cinnamon Bun,51,60,14.0,0,Sunny,Saturday
2025-08-17,Earl Grey Cinnamon Bun,43,47,14.0,0,Sunny,Sunday
2025-08-21,Earl Grey Cinnamon Bun,24,29,14.0,0,Cloudy,Thursday
2025-08-22,Earl Grey Cinnamon Bun,32,36,14.0,0,Cloudy,Friday
2025-08-23,Earl Grey Cinnamon Bun,52,59,14.0,0,Cloudy,Saturday
2025-08-24,Earl Grey Cinnamon Bun,49,55,14.0,0,Sunny,Sunday
2025-08-28,Earl Grey Cinnamon Bun,22,26,14.0,0,Cloudy,Thursday
2025-08-29,Earl Grey Cinnamon Bun,36,41,14.0,0,Sunny,Friday
2025-08-30,Earl Grey Cinnamon Bun,55,66,14.0,0,Sunny,Saturday
2025-08-31,Earl Grey Cinnamon Bun,61,72,14.0,0,Sunny,Sunday
2025-09-04,Earl Grey Cinnamon Bun,33,38,14.0,10,Cloudy,Thursday
2025-09-05,Earl Grey Cinnamon Bun,39,46,14.0,0,Sunny,Friday
2025-09-06,Earl Grey Cinnamon Bun,66,76,14.0,20,Sunny,Saturday
2025-09-07,Earl Grey Cinnamon Bun,56,67,14.0,0,Sunny,Sunday
2025-09-11,Earl Grey Cinnamon Bun,36,42,14.0,0,Cloudy,Thursday
2025-09-12,Earl Grey Cinnamon Bun,43,52,14.0,0,Sunny,Friday
2025-09-13,Earl Grey Cinnamon Bun,58,68,14.0,0,Cloudy,Saturday
2025-09-14,Earl Grey Cinnamon Bun,50,61,14.0,0,Cloudy,Sunday
2025-09-18,Earl Grey Cinnamon Bun,30,33,14.0,0,Cloudy,Thursday
2025-09-19,Earl Grey Cinnamon Bun,36,41,14.0,0,Cloudy,Friday
2025-09-20,Earl Grey Cinnamon Bun,53,64,14.0,15,Cloudy,Saturday
2025-09-21,Earl Grey Cinnamon Bun,72,82,14.0,25,Sunny,Sunday
2025-09-25,Earl Grey Cinnamon Bun,26,31,14.0,0,Rainy,Thursday
2025-09-26,Earl Grey Cinnamon Bun,33,38,14.0,0,Sunny,Friday
2025-09-27,Earl Grey Cinnamon Bun,55,66,14.0,0,Cloudy,Saturday
2025-09-28,Earl Grey Cinnamon Bun,60,67,14.0,0,Cloudy,Sunday
2025-10-02,Earl Grey Cinnamon Bun,41,48,14.0,0,Cloudy,Thursday
